agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd
USGS	02360000	WEST FORK CHOCTAWHATCHEE R AT BLUE SPRINGS AL	ST	31.66377696	-85.5049396	U	NAD83	 289.24	.01	NGVD29	03140201
USGS	02360002	BLUE SPRING AT BLUE SPRINGS, ALA	ST	31.66155475	-85.5071618	U	NAD83				03140201
USGS	02360275	JUDY CREEK NEAR OZARK AL	ST	31.4632243	-85.5721595	U	NAD83				03140201
USGS	02360280	JUDY CREEK EAST OF OZARK AL	ST	31.44433588	-85.5654925	S	NAD83				03140201
USGS	02360290	WEST FORK OF CHOCTAWHATCHEE RIVER NR OZARK, ALA	ST	31.41128117	-85.5352141	U	NAD83				03140201
USGS	02360300	EAST FORK CHOCTAWHATCHEE RIVER NEAR EDWIN AL	ST	31.67738818	-85.3457697	U	NAD83				03140201
USGS	02360400	EAST FORK CHOCTAWHATCHEE RIVER NR CAPPS, ALA	ST	31.49433594	-85.3682685	U	NAD83				03140201
USGS	02360495	BLACKWOOD CREEK NR HEADLAND, ALA	ST	31.38100504	-85.3974346	U	NAD83				03140201
USGS	02360500	EAST FORK CHOCTAWHATCHEE R NEAR MIDLAND CITY AL	ST	31.37322677	-85.47715769	U	NAD83	 179.10	.01	NGVD29	03140201
USGS	02361000	CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.	ST	31.3429492	-85.6104912	U	NAD83	 138.56	.01	NGVD29	03140201
USGS	02361020	HURRICANE CREEK NR OZARK, ALA	ST	31.41572526	-85.6366035	U	NAD83				03140201
USGS	02361023	HURRICANE CREEK ABOVE NEWTON, ALA	ST	31.3632265	-85.6157693	U	NAD83				03140201
USGS	02361025	HURRICANE CREEK NR NEWTON, ALA	ST	31.3479491	-85.6141023	U	NAD83				03140201
USGS	02361030	FAKE SITE FOR FORT RUCKER BLANKS, DUP, ETC SAMPLES	ST	31.3498934	-85.6554914	U	NAD83				03140201
USGS	02361036	TR TO BROOKINGS MILL TR (FT RUCKER HANCHEY REFUEL)	ST	31.34906009	-85.6549358	U	NAD83				03140201
USGS	02361038	TR TO BROOKINGS MILL TR (FORT RUCKER LANDFILL)	ST	31.33128266	-85.6766022	U	NAD83				03140201
USGS	02361044	TR TO BROOKINGS ML CR TR AT FORT RUCKER (MOTORPOOL	ST	31.33322698	-85.7063245	U	NAD83				03140201
USGS	02361045	TR TO BROOKINGS ML CR TR NR DALEVILLE (RECYCLING)	ST	31.32822709	-85.7077133	U	NAD83				03140201
USGS	02361046	TR TO BROOKINGS ML CR TR NR DALEVILLE (O-STORAGE)	ST	31.32517164	-85.6968799	U	NAD83				03140201
USGS	02361048	UN TRIB TO CHOCTAHA RIV AT FORT RUCKER (PAINT SHED	ST	31.3212828	-85.7018798	U	NAD83				03140201
USGS	02361071	LITTLE CHOCTAWHATCHEE RIVER ABOVE DOTHAN, ALA	ST	31.26350743	-85.4399339	U	NAD83				03140201
USGS	02361074	MURPHY MILL BRANCH NR DOTHAN, ALA	ST	31.27906245	-85.4604898	U	NAD83				03140201
USGS	02361093	TRIB BEAVER C AT ROSS CLARK CIRCLE IN DOTHAN AL	ST	31.2023983	-85.4185446	U	NAD83	 302.00	.01	NGVD29	03140201
USGS	02361100	BEAVER CREEK NEAR DOTHAN AL	ST	31.2382298	-85.5018786	U	NAD83				03140201
USGS	02361105	BEAVER CREEK NR DOTHAN, ALA	ST	31.21489778	-85.4352114	U	NAD83				03140201
USGS	02361130	LITTLE CHOCTAWHATCHEE RIVER NR PICKARD, ALA	ST	31.25239599	-85.5296564	U	NAD83				03140201
USGS	02361150	LITTLE CHOCTAWHATCHEE RIVER NEAR DOTHAN AL	ST	31.27433968	-85.6196567	U	NAD83				03140201
USGS	02361175	LITTLE CHOCTAWHATCHEE RIVER NEAR WICKSBURG AL	ST	31.23628509	-85.61965629	U	NAD83				03140201
USGS	02361236	PINE LOG CREEK NR SLOCOMB, ALA	ST	31.09156725	-85.5927113	U	NAD83				03140201
USGS	02361238	PINE LOG CREEK BELOW SLOCOMB, ALA	ST	31.082123	-85.6102112	U	NAD83				03140201
USGS	02361250	HURRICANE CREEK NEAR HARTFORD AL	ST	31.1065667	-85.6196557	U	NAD83				03140201
USGS	02361253	DOWLING BRANCH NR HARTFORD, ALA	ST	31.1285102	-85.6963224	U	NAD83				03140201
USGS	02361255	HURRICANE CREEK NR BELLWOOD, ALA	ST	31.17184228	-85.6988226	U	NAD83				03140201
USGS	02361350	BEAR CREEK NEAR OZARK AL	ST	31.4448911	-85.703271	U	NAD83				03140201
USGS	02361365	UNNAMED TRIB. TO HARRAND CREEK AT ENTERPRISE, AL	ST	31.32739285	-85.8385492	U	NAD83				03140201
USGS	02361368	TR TO HARRAND CR AT FORT RUCKER (AIRCR MAIN @ LOWE	ST	31.35239307	-85.7529917	U	NAD83				03140201
USGS	02361370	HARRAND CREEK AT FORT RUCKER, AL.	ST	31.33822676	-85.7485469	U	NAD83	 25.00	.01	NGVD29	03140201
USGS	02361373	COWPEN CREEK NEAR LEVEL PLAINS, AL.	ST	31.31739358	-85.7849364	U	NAD83				03140201
USGS	02361375	CLAYBANK CREEK NEAR DALEVILLE AL	ST	31.30822746	-85.7432685	U	NAD83				03140201
USGS	02361400	CLAYBANK CREEK AT CLAYHATCHEE AL	ST	31.2346181	-85.7382673	U	NAD83				03140201
USGS	02361500	CHOCTAWHATCHEE RIVER NEAR BELLWOOD AL	ST	31.15934229	-85.7843789	S	NAD83				03140201
USGS	02362000	CHOCTAWHATCHEE RIVER NEAR GENEVA, ALABAMA	ST	31.0412902	-85.8521574	S	NAD83	 62.80	 .1	NGVD29	03140201
USGS	02362175	BLANKET CREEK NR ENTERPRISE, ALA	ST	31.29267099	-85.8929945	U	NAD83				03140201
USGS	02362200	DOUBLE BRIDGES CREEK NEAR ENTERPRISE AL	ST	31.2832266	-85.9154949	U	NAD83				03140201
USGS	02362240	LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL.	ST	31.27239318	-85.9582737	U	NAD83	 195.00	.01	NGVD29	03140201
USGS	02362245	LITTLE DOUBLE BRIDGES CR NR BATTENS CROSSROADS,	ST	31.25489369	-85.9518843	U	NAD83				03140201
USGS	02362340	DOUBLE BRIDGES CREEK NEAR ENTERPRISE, AL.	ST	31.21350619	-85.9577173	U	NAD83				03140201
USGS	02362500	DOUBLE BRIDGES CREEK AT GENEVA AL	ST	31.04267904	-85.8613243	U	NAD83				03140201
USGS	02362590	JOHNSON CREEK NEAR MIDWAY AL	ST	32.0684868	-85.5388336	U	NAD83				03140202
USGS	02362610	PEA RIVER NEAR MIDWAY, AL.	ST	32.05015387	-85.5724452	U	NAD83				03140202
USGS	02362638	INDIAN CREEK AT PICKETT AL	ST	31.97987809	-85.624112	U	NAD83				03140202
USGS	02362640	PEA RIVER NEAR PEROTE AL	ST	31.9454348	-85.6205004	U	NAD83				03140202
USGS	02362700	PEA CREEK NEAR CLAYTON AL	ST	31.89238234	-85.4646632	U	NAD83				03140202
USGS	02362740	PEA C ABOVE LOUISVILLE, ALA	ST	31.81905059	-85.5688313	U	NAD83				03140202
USGS	02362745	HURRICANE CREEK NEAR CLAYTON AL	ST	31.905992	-85.5852215	U	NAD83				03140202
USGS	02362750	PEA CREEK NEAR LOUISVILLE AL	ST	31.79655043	-85.6527214	U	NAD83				03140202
USGS	02362775	BUCKHORN CREEK NEAR JOSIE AL	ST	31.81904868	-85.7491122	U	NAD83				03140202
USGS	02362780	BUCKHORN CREEK NR SHILOH, ALA	ST	31.77738367	-85.7185555	U	NAD83				03140202
USGS	02362790	PEA RIVER NEAR BRUNDIDGE AL	ST	31.71405208	-85.7071653	U	NAD83				03140202
USGS	02362795	UNNAMED TRIB TO BIG C BELOW CLIO, ALA	ST	31.7259887	-87.6330515	U	NAD83				03140202
USGS	02362800	THOMPSON CREEK (BRANCH CREEK) NEAR CLIO AL	ST	31.70960817	-85.6607757	U	NAD83				03140202
USGS	02362810	BIG CREEK NEAR CLIO AL	ST	31.71127456	-85.6866094	U	NAD83				03140202
USGS	02362850	RICHLAND CREEK NEAR BRUNDIDGE AL	ST	31.72544056	-85.724388	U	NAD83				03140202
USGS	02362900	BOWDEN MILL CREEK NEAR BRUNDIDGE AL	ST	31.6690521	-85.7829991	U	NAD83				03140202
USGS	02363000	PEA RIVER NEAR ARITON AL	ST	31.59488716	-85.7829975	U	NAD83	 246.72	.01	NGVD29	03140202
USGS	02363005	PEA RIVER TRIBUTARY NEAR ROETON, AL.	ST	31.59599786	-85.8099427	U	NAD83				03140202
USGS	02363053	PEA RIVER NEAR ENTERPRISE, AL.	ST	31.4726663	-85.9041093	U	NAD83				03140201
USGS	02363055	MOORES BRANCH NEAR VICTORIA AL	ST	31.46322218	-85.899109	U	NAD83				03140202
USGS	02363100	PEA RIVER NEAR ELBA AL	ST	31.43294439	-85.9696659	U	NAD83				03140202
USGS	02363195	WHITEWATER CREEK ABOVE BRUNDIDGE, ALA	ST	31.74432679	-85.8616139	U	NAD83				03140202
USGS	02363200	WHITEWATER CREEK NEAR BRUNDIDGE AL	ST	31.72877145	-85.871336	U	NAD83				03140202
USGS	02363225	TRIBUTARY TO WALNUT CREEK NEAR TROY	ST	31.78876865	-85.94495	S	NAD83	 400	 10	NGVD29	03140301
USGS	02363230	WALNUT CREEK NR TROY, ALA	ST	31.77265828	-85.9243938	U	NAD83				03140202
USGS	02363240	WALNUT CREEK AT CO. RD. 63, NR. TROY, AL.	ST	31.72849274	-85.9249486	U	NAD83				03140202
USGS	02363260	WHITEWATER CREEK NEAR TARENTUM, AL.	ST	31.63655074	-85.9227243	U	NAD83				03140202
USGS	02363270	MIMS CREEK NR BRUNDIDGE, ALA	ST	33.68204698	-85.8705219	U	NAD83				03140202
USGS	02363280	WHITEWATER CREEK NR TARENTUM, ALA	ST	31.63655074	-85.9227243	U	NAD83				03140202
USGS	02363300	WHITEWATER CREEK NEAR ARCUS AL	ST	31.50571976	-86.0316136	U	NAD83				03140202
USGS	02363330	BIG CREEK NR SPRING HILL, ALA	ST	31.67821516	-85.994116	U	NAD83				03140202
USGS	02363375	BIG CREEK NR JACK, ALA	ST	31.5412742	-86.0527262	U	NAD83				03140202
USGS	02363400	BIG CREEK NEAR ARCUS AL	ST	31.4887757	-86.0530029	U	NAD83				03140202
USGS	02363500	WHITEWATER CREEK AT ELBA AL	ST	31.41516645	-86.0621685	U	NAD83				03140202
USGS	02363550	WHITEWATER CREEK AT MOUTH AT ELBA, ALA	ST	31.4154442	-86.0621686	U	NAD83				03140202
USGS	02364000	PEA RIVER AT ELBA, AL.	ST	31.4134998	-86.0630019	U	NAD83	 159.24	.01	NGVD29	03140202
USGS	02364050	BEAVERDAM CREEK AT STATE HWY 203 AT ELBA, AL	ST	31.42238837	-86.085225	S	NAD83				03140202
USGS	02364200	PEA RIVER AT ALBERTON, ALA	ST	31.2743363	-86.1155014	U	NAD83				03140202
USGS	02364400	CRIPPLE CREEK NEAR OPP, AL	ST	31.25378058	-86.199393	U	NAD83				03140202
USGS	02364500	PEA RIVER NEAR SAMSON AL	ST	31.11267588	-86.0993868	U	NAD83	 97.95	.01	NGVD29	03140202
USGS	02364570	PANTHER CREEK NEAR HACODA AL	ST	31.12100846	-86.1868896	U	NAD83	 140.00	.01	NGVD29	03140202
USGS	02364700	FLAT CREEK NEAR SAMSON AL	ST	31.04351198	-86.10133	U	NAD83				03140202
USGS	02364800	PEA RIVER AT ALA HWY 87 NR SAMSON, ALA	ST	30.99712508	-85.9960488	U	NAD83				03140202
USGS	02364885	SANDY CREEK NR SAMSON, ALA	ST	31.08378838	-86.0391067	U	NAD83				03140202
USGS	02364900	SANDY CREEK NEAR GENEVA AL	ST	31.0362903	-85.9663264	U	NAD83				03140202
USGS	02365000	PEA RIVER NEAR GENEVA AL	ST	31.02712398	-85.8838246	U	NAD83				03140202
USGS	02365100	SPRING CREE AT COUNTY RD 55 NEAR GENEVA, ALABAMA	ST	31.04323464	-85.7529886	1	NAD83				03140203
USGS	02365310	GRANTS BRANCH TRIBUTARY NEAR FADETTE AL	ST	31.0393466	-85.58632219	U	NAD83				03140203
USGS	02367400	YELLOW RIVER NR SANFORD, ALA	ST	31.31739106	-86.3557878	U	NAD83				03140103
USGS	02367478	LIGHTWOOD KNOT CREEK ON U.S. HWY 331 NR OPP, ALA	ST	31.32711205	-86.2652298	U	NAD83				03140103
USGS	02367480	LIGHTWOOD KNOT CREEK NEAR OPP AL	ST	31.294613	-86.282452	U	NAD83				03140103
USGS	02367495	POLEY CREEK NR SANFORD, ALA	ST	31.3262791	-86.3002308	U	NAD83				03140103
USGS	02367500	LIGHTWOOD KNOT CREEK AT BABBIE AL	ST	31.2707251	-86.3135636	U	NAD83	 185.00	.01	NGVD29	03140103
USGS	02367515	YELLOW RIVER NR BABBIE, ALA	ST	31.23850425	-86.3399525	U	NAD83				03140103
USGS	02367600	INDIAN CREEK NEAR OPP, AL.	ST	31.254614	-86.288007	U	NAD83				03140103
USGS	02367615	INDIAN CREEK NR OPP, ALA	ST	31.2257267	-86.3221739	U	NAD83				03140103
USGS	02367620	INDIAN CREEK BELOW OPP, ALA	ST	31.21294969	-86.3402296	U	NAD83				03140103
USGS	02367640	YELLOW RIVER NR FLORALA, ALA	ST	31.0948993	-86.4357846	U	NAD83				03140103
USGS	02367698	FIVE RUNS CREEK AT ST. HWY 55 NR ANDALUSIA, ALA	ST	31.2229508	-86.4538439	U	NAD83				03140103
USGS	02367699	BAY BRANCH NR ANDALUSIA, ALA	ST	31.25572814	-86.49662359	U	NAD83				03140103
USGS	02367700	FIVE RUNS CREEK NEAR ANDALUSIA AL	ST	31.26683798	-86.4332889	U	NAD83				03140103
USGS	02367800	YELLOW RIVER NEAR WING AL	ST	31.01018008	-86.537174	U	NAD83	 96.13	.01	NGVD29	03140103
USGS	02368690	POND CREEK NR FLORALA, ALA	ST	30.98740285	-86.3493911	U	NAD83				03140103
USGS	02368705	POND CREEK BELOW FLORALA, ALA	ST	30.96740353	-86.3671694	U	NAD83				03140103
USGS	02369725	BLACKWATER CREEK NEAR FALCO AL	ST	31.0418459	-86.658289	U	NAD83				03140104
USGS	02369738	BLACKWATER CREEK AT BRADLEY AL	ST	31.02934644	-86.7027343	U	NAD83				03140104
USGS	02369755	PANTHER CREEK NEAR FALCO AL	ST	31.07240035	-86.69023499	U	NAD83				03140104
USGS	02369764	PANTHER CREEK AT BRADLEY AL	ST	31.03490179	-86.7055123	U	NAD83				03140104
USGS	02369775	BEAR CREEK NEAR DIXIE AL	ST	31.09739938	-86.7207919	U	NAD83				03140104
USGS	02369798	BEAR CREEK AT BRADLEY AL	ST	31.0349018	-86.7124569	U	NAD83				03140104
USGS	02369800	BLACKWATER RIVER NEAR BRADLEY AL	ST	31.02767985	-86.7099567	S	NAD83	 121.87	 .1	NGVD29	03140104
USGS	02370800	CONECUH RIVER AT BOSWELL AL	ST	31.97265456	-85.784393	U	NAD83				03140301
USGS	02370900	CONECUH RIVER NEAR CORCORAN AL	ST	31.86876667	-85.9466179	U	NAD83				03140301
USGS	02371000	CONECUH RIVER NEAR TROY AL	ST	31.8445999	-85.99467429	U	NAD83	 313.30	.01	NGVD29	03140301
USGS	02371050	TRIBUTARY TO CONECUH RIVER NEAR TROY	ST	31.8146007	-85.9866181	S	NAD83	 380	 10	NGVD29	03140301
USGS	02371160	DOUBLE BRANCH NR TROY, ALA	ST	31.79432294	-86.0266192	U	NAD83				03140301
