#
#
# US Geological Survey
# retrieved: 2022-01-20 15:10:46 -05:00	(caas01)
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://waterservices.usgs.gov/rest/Site-Service.html
#
# Contact:   gs-w_support_nwisweb@usgs.gov
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	alt_va	alt_acy_va	alt_datum_cd	huc_cd
USGS	01484727	TANHOUSE CREEK NEAR BOXIRON, MD	ST	38.13317495	-75.3265827	S	NAD83				02040303
USGS	01484728	BOXIRON CREEK AT BOXIRON, MD	ST	38.1284529	-75.34769458	S	NAD83				02040303
USGS	01484729	BROCKATONORTON BAY TRIBUTARY AT BOXIRON, MD	ST	38.1037312	-75.3563062	S	NAD83				02040303
USGS	01484730	PIKES CREEK NEAR STOCKTON, MD	ST	38.0734541	-75.40297489	S	NAD83				02040303
USGS	01484731	RILEY CREEK AT STOCKTON, MD	ST	38.0531767	-75.4099198	S	NAD83				02040303
USGS	01484732	LITTLE MILL CREEK NEAR STOCKTON, MD	ST	38.04428805	-75.4465881	S	NAD83				02040303
USGS	01484733	MARSHALL DITCH NEAR STOCKTON, MD	ST	38.0340105	-75.4835343	S	NAD83				02040303
USGS	01484980	POCOMOKE RIVER AT CAREYTOWN, MD	ST	38.4359484	-75.3374152	S	NAD83	 35	  5	NGVD29	02080111
USGS	01484981	NORTH FORK GREEN RUN NEAR WHITESVILLE, DE	ST	38.45202778	-75.37788889	S	NAD83	 36	  5	NGVD29	02080111
USGS	01484983	SOUTH FORK GREEN RUN NEAR WHITESVILLE, DE	ST	38.44205556	-75.3951667	S	NAD83	 42.00	  5	NGVD29	02080111
USGS	01484985	GREEN RUN NEAR CAREYTOWN, MD	ST	38.4368611	-75.3513611	S	NAD83	 35	  5	NGVD29	02080111
USGS	01484989	DAVIS DITCH NEAR CAREYTOWN, MD	ST	38.4290042	-75.3557493	S	NAD83	 37	  5	NGVD29	02080111
USGS	01484990	DAVIS DITCH AT CAREYTOWN, MD	ST	38.42872635	-75.3440822	S	NAD83	 34	  5	NGVD29	02080111
USGS	01484995	PINE RIDGE BRANCH NEAR WHALEYSVILLE, MD	ST	38.4117818	-75.3104698	S	NAD83				02080111
USGS	01485000	POCOMOKE RIVER NEAR WILLARDS, MD	ST	38.38888889	-75.3244444	S	NAD83	 13.15	 .1	NAVD88	02080111
USGS	01485025	Burnt Mill B nr Pittsville, MD	ST	38.4090047	-75.3868616	S	NAD83	 45	  5	NGVD29	02080111
USGS	01485030	Aydylotte B at Pittsville, MD	ST	38.40094946	-75.4146404	S	NAD83				02080111
USGS	01485050	MURRAY BRANCH NEAR WILLARDS, MD	ST	38.41455994	-75.35602708	S	NAD83				02080111
USGS	01485060	BURNT MILLS BRANCH AT WILLARDS, MD	ST	38.3890045	-75.3371376	S	NAD83				02080111
USGS	01485100	FRANKLIN BRANCH AT TIMMONSTOWN, MD	ST	38.34844915	-75.3013032	S	NAD83				02080111
USGS	01485200	ADKINS RACE AT POWELLVILLE, MD	ST	38.3315055	-75.37325	S	NAD83	 48.4	 .1	NGVD29	02080111
USGS	01485240	COONFOOT BRANCH NEAR NEWARK, MD	ST	38.2409508	-75.34297158	S	NAD83				02080111
USGS	01485400	POCOMOKE RIVER AT SNOW HILL, MD	ST	38.1787301	-75.3946403	S	NAD83				02080111
USGS	01485500	NASSAWANGO CREEK NEAR SNOW HILL, MD	ST	38.22891667	-75.4714444	S	NAD83	 11.49	 .1	NAVD88	02080111
USGS	01485660	PILCHARD C NR POCOMOKE CITY, MD	ST	38.07762115	-75.5063122	S	NAD83				02080111
USGS	01485670	PUSEY BRANCH NEAR LONGRIDGE, MD	ST	38.26678566	-75.53575509	S	NAD83				02080111
USGS	01485680	PUSEY BRANCH NEAR WHITEBURG, MD	ST	38.2378972	-75.54131088	S	NAD83				02080111
USGS	01485683	DIVIDING CREEK NEAR POCOMOKE CITY, MD	ST	38.1612316	-75.5518678	S	NAD83				02080111
USGS	01485700	REHOBETH BRANCH NEAR KINGSTON, MD	ST	38.05873389	-75.6602054	S	NAD83				02080111
USGS	01485705	POCOMOKE RIVER NEAR KINGSTON, MD	ST	38.0387341	-75.6613168	S	NAD83				02080111
USGS	01485720	POCOMOKE RIVER TRIBUTARY NEAR KINGSTON, MD	ST	37.97123497	-75.63465	S	NAD83				02080111
USGS	01485722	UNNAMED DITCH NEAR KINGSTON, MD	ST	37.9759572	-75.6521504	S	NAD83				02080111
USGS	01485725	FAIR ISLAND CANAL NEAR KINGSTON, MD	ST	37.9634575	-75.65409498	S	NAD83				02080111
USGS	01485735	MARUMSCO CREEK AT COTTAGE GROVE, MD	ST	38.08651145	-75.6713165	S	NAD83				02080111
USGS	01485750	MARUMSCO CREEK TRIBUTARY NEAR KINGSTON, MD	ST	37.9929016	-75.68798458	S	NAD83				02080111
USGS	01485760	BIG ANNEMESSEX RIVER NEAR KINGSTON, MD	ST	38.09678938	-75.6993727	S	NAD83				02080110
USGS	01486000	MANOKIN BRANCH NEAR PRINCESS ANNE, MD	ST	38.21388889	-75.67138889	S	NAD83	 6.20	 .1	NAVD88	02080110
USGS	01486010	TAYLOR BRANCH AT PRINCESS ANNE, MD	ST	38.1895658	-75.6693709	S	NAD83				02080110
USGS	01486020	KINGS CREEK NEAR PRINCESS ANNE, MD	ST	38.16095477	-75.642426	S	NAD83				02080110
USGS	01486100	ANDREWS BRANCH NEAR DELMAR, MD	ST	38.43761644	-75.5290893	S	NAD83				02080110
USGS	01486200	LEONARD POND RUN NEAR DELMAR, MD	ST	38.42622788	-75.5652018	S	NAD83	 51.8	 .1	NGVD29	02080110
USGS	01486210	CONNELLY MILL BRANCH  NEAR DELMAR, MD	ST	38.4331723	-75.5938142	S	NAD83				02080110
USGS	01486215	NP WICOMICO RIVER NEAR SALISBURY, MD	ST	38.40928385	-75.5940917	S	NAD83				02080110
USGS	01486220	NP WICOMICO RIVER AT SALISBURY, MD	ST	38.37178455	-75.6027028	S	NAD83				02080110
USGS	01486495	BEAVERDAM CREEK AT MOUNT HERMON, MD	ST	38.3556732	-75.5332556	S	NAD83	 29	  5	NGVD29	02080110
USGS	01486500	BEAVERDAM CREEK NEAR SALISBURY, MD	ST	38.3531111	-75.5725556	S	NAD83	 6.72	.01	NAVD88	02080110
USGS	01486505	TONYTANK CREEK AT FRUITLAND, MD	ST	38.33122965	-75.59797998	S	NAD83	 43.4	 .1	NGVD29	02080110
USGS	01489000	FAULKNER BRANCH AT FEDERALSBURG, MD	ST	38.7123364	-75.7924333	S	NAD83	 16.70	.01	NGVD29	02080109
USGS	01489100	PUCKUM BRANCH NEAR ELDORADO, MD	ST	38.62150387	-75.7740998	S	NAD83				02080109
USGS	01489395	CHICONE CREEK AT REIDS GROVE, MD	ST	38.5320608	-75.8179898	S	NAD83	 29.6	 .1	NGVD29	02080109
USGS	01489400	BARREN CREEK NEAR MARDELA SPRINGS, MD	ST	38.45845004	-75.6996523	S	NAD83	 44.7	 .1	NGVD29	02080109
USGS	01489500	REWASTICO CREEK NEAR HEBRON, MD	ST	38.4112291	-75.7538203	S	NAD83	 1.80	.01	NGVD29	02080109
USGS	01489510	QUANTICO CREEK AT QUANTICO, MD	ST	38.3701188	-75.7393746	S	NAD83	 33.5	 .1	NGVD29	02080109
USGS	01489795	TRANSQUAKING RIVER TRIBUTARY NEAR CAMBRIDGE, MD	ST	38.5245628	-75.9888263	S	NAD83				02080110
USGS	01489800	TRANSQUAKING RIVER NEAR SALEM, MD	ST	38.51289609	-75.9682703	S	NAD83				02080110
USGS	01489900	CHICAMACOMICO RIVER TRIBUTARY NEAR HAWKEYE, MD	ST	38.54261727	-75.909936	S	NAD83				02080110
USGS	01489995	CHICAMACOMICO RIVER NEAR HAWKEYE, MD	ST	38.53567257	-75.879102	S	NAD83	 10	  5	NGVD29	02080110
USGS	01490000	CHICAMACOMICO RIVER NEAR SALEM, MD	ST	38.51166667	-75.8799167	S	NAD83	 2.88	.01	NAVD88	02080110
USGS	01490108	L Blackwtr Rvr @ Stone Bndry Rd nr Cambridge, MD	ST	38.52444444	-76.0436111	S	NAD83	 12.0	  1	NGVD29	02080110
USGS	01490110	L Blackwtr Trib @ Stone Bndry Rd nr Cambridge, MD	ST	38.53488889	-76.0651111	S	NAD83	 14.0	  1	NGVD29	02080110
USGS	01490111	LITTLE BLACKWATER R AT MAPLE DAM R N CAMBRIDGE, MD	ST	38.5165084	-76.0807734	S	NAD83	 7	5.0	NGVD29	02080110
USGS	01490112	Little Blackwater River below Cambridge, MD	ST	38.51666667	-76.0875	S	NAD83	 5	  5	NAVD88	02080110
USGS	01490113	Maple Dam Br @ Rt 16 @ Cambridge, MD	ST	38.5461111	-76.0830556	S	NAD83	 2.9	.50	NAVD88	02080110
USGS	01490116	Maple Dam Branch nr Cambridge, MD	ST	38.52	-76.0905556	S	NAD83	 6	  5	NAVD88	02080110
USGS	01490120	LITTLE BLACKWATER RIVER NR CAMBRIDGE, MD	ST	38.50166667	-76.0941667	S	NAD83	 -1.25	.01	NAVD88	02080110
USGS	01490130	Little Blackwater River nr Seward, MD	ST	38.46388889	-76.0844444	S	NAD83	 5	  5	NGVD29	02080110
USGS	01490140	LITTLE BLACKWATER RIVER AT SEWARD, MD	ST	38.44527778	-76.08388889	S	NAD83	 5.0	 5.	NAVD88	02080110
USGS	01490200	FARM CREEK NEAR TODDVILLE, MD	ST-TS	38.3184722	-76.0885556	1	NAD83	 0.00	0.1	NAVD88	02080110
USGS	01490750	CHOPTANK RIVER NEAR GOLDSBORO, MD	ST	39.03066909	-75.7582651	S	NAD83				02060005
USGS	01490800	OLDTOWN BRANCH AT GOLDSBORO, MD	ST	39.023169	-75.7874329	S	NAD83				02060005
USGS	01491000	CHOPTANK RIVER NEAR GREENSBORO, MD	ST	38.99719444	-75.7858056	S	NAD83	 2.73	 .1	NAVD88	02060005
USGS	01491020	Gravelly Br nr Greensboro, MD	ST	38.9909472	-75.76382078	S	NAD83	 40	  5	NGVD29	02060005
USGS	01491050	SPRING BRANCH NEAR GREENSBORO, MD	ST	38.9428915	-75.78993289	S	NAD83				02060005
USGS	01491060	FORGE BRANCH AT GREENSBORO, MD	ST	38.98539138	-75.8163227	S	NAD83	 51.5	 .1	NGVD29	02060005
USGS	01491150	CORKEL DITCH NEAR DENTON, MD	ST	38.87650264	-75.7838217	S	NAD83				02060005
USGS	01491180	WATTS CREEK NEAR DENTON, MD	ST	38.87483598	-75.79354419	S	NAD83				02060005
USGS	01491500	TUCKAHOE CREEK NEAR RUTHSBURG, MD	ST	38.96680556	-75.9430556	S	NAD83	 9.85	.01	NAVD88	02060005
USGS	01491800	KNOTT MILLPOND NEAR HILLSBORO, MD	ST	38.8820582	-75.9254927	S	NAD83	 48.7	 .1	NGVD29	02060005
USGS	01491890	HOG CREEK NEAR BETHLEHEM, MD	ST	38.764559	-75.9157697	S	NAD83	 47.7	 .1	NGVD29	02060005
USGS	01491950	KINGS CREEK NEAR EASTON, MD	ST	38.7890038	-76.00938358	S	NAD83	 57.8	 .1	NGVD29	02060005
USGS	01492000	BEAVERDAM BRANCH AT MATTHEWS, MD	ST	38.8115033	-75.9704937	S	NAD83	 2.33	.01	NGVD29	02060005
USGS	01492050	GRAVEL RUN AT BEULAH, MD	ST	38.68178205	-75.89771358	S	NAD83				02060005
USGS	01492075	MILES CREEK NEAR TRAPPE, MD	ST	38.67095007	-76.028828	S	NAD83	 47.3	 .1	NGVD29	02060005
USGS	01492080	CABIN CREEK AT CABIN CREEK, MD	ST	38.6265051	-75.9135472	S	NAD83	 40.7	 .1	NGVD29	02060005
USGS	01492500	SALLIE HARRIS CREEK NEAR CARMICHAEL, MD	ST	38.96488889	-76.1088333	S	NAD83	 5.22	 .1	NAVD88	02060002
USGS	01492518	WARWICK RIVER NEAR EAST NEW MARKET, MD	ST	38.5853948	-75.94049218	S	NAD83				02060005
USGS	01492550	MILL CREEK NEAR SKIPTON, MD	ST	38.91678025	-76.06133168	S	NAD83				02060002
USGS	01492560	MILL CREEK NEAR WYE MILLS, MD	ST	38.91483584	-76.06355399	S	NAD83	 58.7	 .1	NGVD29	02060002
USGS	01492600	EASTERN BAY AT CLAIBORNE, MD	ST-TS	38.83702778	-76.2805556	S	NAD83				02060002
USGS	01492920	ANDOVER BR AT FELTON SCHOOL RD NR PETERS CRNRS, MD	ST	39.20552778	-75.7663611	1	NAD83	 37	1.6	NAVD88	02060002
USGS	01492925	ANDOVER BR AT STILLTOWN RD NR PETERS CORNERS, MD	ST	39.2188611	-75.7681111	1	NAD83	 37	1.6	NAVD88	02060002
USGS	01492930	GRAVEL RUN NR PETERS CORNERS, MD	ST	39.2210833	-75.7683333	1	NAD83	 37	1.6	NAVD88	02060002
USGS	01492935	ANDOVER BRANCH NR STEVENS CORNERS, MD	ST	39.23044444	-75.78275	1	NAD83	 25	1.6	NAVD88	02060002
USGS	01492940	ANDOVER BRANCH TRIB NR PETERS CORNERS, MD	ST	39.2138611	-75.7817222	1	NAD83	 37	1.6	NAVD88	02060002
USGS	01492945	ANDOVER BRANCH TRIB NR STEVENS CORNERS, MD	ST	39.2305833	-75.7840833	1	NAD83	 37	1.6	NAVD88	02060002
USGS	01492950	ANDOVER BRANCH NR PEACOCK CORNERS, MD	ST	39.23313889	-75.7855	1	NAD83	 26	1.6	NAVD88	02060002
USGS	01492971	CYPRESS BRANCH NEAR MILLINGTON, MD	ST	39.2945554	-75.76937799	S	NAD83	 35	 10	NGVD29	02060002
USGS	01492972	BLACK BOTTOM BRANCH NEAR MASSEY, MD	ST	39.30149988	-75.7810452	S	NAD83				02060002
USGS	01492980	CYPRESS BRANCH AT MILLINGTON, MD	ST	39.25788819	-75.8332695	S	NAD83				02060002
USGS	01492990	MILL BRANCH NEAR MILLINGTON, MD	ST	39.2762216	-75.8691046	S	NAD83	 64.8	 .1	NGVD29	02060002
USGS	01492995	UNICORN BRANCH NEAR SUDLERSVILLE, MD	ST	39.1754722	-75.8238333	1	NAD83	 65	 10	NGVD29	02060002
USGS	01493000	UNICORN BRANCH NEAR MILLINGTON, MD	ST	39.24994444	-75.8615	S	NAD83	 2.78	 .1	NAVD88	02060002
USGS	01493005	UNMD TR TO CHESTER R AT KIRBY LND NR CRUMPTON, MD	ST	39.2428611	-75.87852778	1	NAD83	 33	1.6	NAVD88	02060002
USGS	01493006	UNMD TR TO CHESTER R AT FORD LNDG NR CRUMPTON, MD	ST	39.2425	-75.8885833	1	NAD83	 14	1.6	NAVD88	02060002
USGS	01493010	UNNAMED TR TO CHESTER R NR CHESTERVILLE, MD	ST	39.2552222	-75.91513889	1	NAD83	 15	1.6	NAVD88	02060002
USGS	01493100	CHESTER RIVER AT CRUMPTON, MD	ST	39.244832	-75.92466228	S	NAD83				02060002
USGS	01493103	PEARL CREEK NEAR MCGINNES, MD	ST	39.21752778	-75.9332222	1	NAD83	 24	1.6	NAVD88	02060002
USGS	01493104	TRIBUTARY TO PEARL CREEK NEAR CRUMPTON, MD	ST	39.22216667	-75.9283611	1	NAD83	 17	1.6	NAVD88	02060002
USGS	01493105	PEARL CREEK AT MILLINGTON ROAD AT CRUMPTON, MD	ST	39.2256111	-75.9309444	1	NAD83	 13	1.6	NAVD88	02060002
USGS	0149310680	UNNAMED TRIBUTARY TO CHESTER RIVER AT MCGINNES, MD	ST	39.2244722	-75.94563889	1	NAD83	 17	1.6	NAVD88	02060002
USGS	01493107	UNNAMED TR TO CHESTER R NR CRUMPTON, MD	ST	39.23080556	-75.9457222	1	NAD83	 2	1.6	NAVD88	02060002
USGS	01493108	COW CREEK NEAR GALENA, MD	ST	39.29177734	-75.9293853	S	NAD83				02060002
USGS	01493109	COW CREEK NEAR CHESTERVILLE, MD	ST	39.28927729	-75.9293852	S	NAD83				02060002
USGS	01493110	CHESTERVILLE BRANCH NEAR CHESTERVILLE, MD	ST	39.28816615	-75.928274	S	NAD83	 40	  5	NGVD29	02060002
USGS	01493111	CHESTERVILLE BRANCH AT CHESTERVILLE, MD	ST	39.27455469	-75.9391077	S	NAD83	 25	 10	NGVD29	02060002
USGS	0149311105	CHESTERVILLE BRANCH TRIBUTARY AT CHESTERVILLE, MD	ST	39.2770548	-75.92077358	S	NAD83				02060002
USGS	0149311110	CHESTERVILLE BRANCH TRIB. NEAR CHESTERVILLE, MD	ST	39.27122129	-75.934663	S	NAD83				02060002
USGS	01493112	CHESTERVILLE BRANCH NEAR CRUMPTON, MD	ST	39.25705556	-75.94013889	S	NAD83	 1.21	 .1	NAVD88	02060002
USGS	01493190	UNNAMED TR TO CHESTER R AT R RD NR CRUMPTON, MD	ST	39.2570833	-75.9477222	1	NAD83	 10	1.6	NAVD88	02060002
USGS	01493195	UNMD TR TO CHESTER R AT SPRY LNDG, NR CRUMPTON, MD	ST	39.25613889	-75.9477222	1	NAD83	 10	1.6	NAVD88	02060002
USGS	01493250	UNNAMED TR TO CHESTER R NR MORGNEC, MD	ST	39.25627778	-75.9688056	1	NAD83	 18	1.6	NAVD88	02060002
USGS	01493300	UNNMD TRIB TO CHESTER R AT TRAVILLA WRF NR MORGNEC	ST	39.2558333	-75.9841667	S	NAD83	 17	1.6	NAVD88	02060002
USGS	01493420	FOREMAN BR NR MCGINNES, MD	ST	39.19516667	-75.95552778	1	NAD83	 51	1.6	NAVD88	02060002
USGS	01493450	UNNAMED TR TO FOREMAN BR NR EWINGVILLE, MD	ST	39.20444444	-75.9575556	1	NAD83	 47	1.6	NAVD88	02060002
USGS	01493460	FOREMAN BR NR EWINGVILLE, MD	ST	39.20366667	-75.9631944	1	NAD83	 36	1.6	NAVD88	02060002
USGS	01493480	FOREMAN BRANCH AT EWINGVILLE, MD	ST	39.2109432	-75.98272	S	NAD83	 63.9	 .1	NGVD29	02060002
USGS	01493490	MORGAN CREEK TRIBUTARY AT BLACKS, MD	ST	39.31066667	-75.9360525	S	NAD83	 60	  5	NGVD29	02060002
USGS	01493491	MORGAN CREEK TRIBUTARY NEAR GALENA, MD	ST	39.3170557	-75.94077498	S	NAD83				02060002
USGS	0149349210	MORGAN CREEK TRIBUTARY NEAR BLACKS, MD	ST	39.3137223	-75.96049808	S	NAD83				02060002
USGS	0149349280	MORGAN CREEK TRIBUTARY NEAR LOCUST GROVE, MD	ST	39.3117778	-75.9607758	S	NAD83				02060002
USGS	0149349290	MORGAN CREEK AT LOCUST GROVE, MD	ST	39.31094446	-75.9613314	S	NAD83				02060002
USGS	01493493	MORGAN CREEK AT HARMONY CORNER, MD	ST	39.31094447	-75.9629982	S	NAD83				02060002
USGS	01493495	MORGAN CREEK NEAR LOCUST GROVE, MD	ST	39.3059443	-75.967165	S	NAD83	 35	  5	NGVD29	02060002
USGS	01493496	MORGAN CREEK TRIBUTARY NEAR KENNEDYVILLE, MD	ST	39.2984441	-75.966887	S	NAD83				02060002
USGS	01493497	MORGAN CREEK AT KENNEDYVILLE, MD	ST	39.2964996	-75.9849434	S	NAD83	 25	 10	NGVD29	02060002
USGS	01493498	MORGAN CREEK TRIBUTARY AT KENNEDYVILLE, MD	ST	39.2884438	-75.9916103	S	NAD83				02060002
USGS	0149349810	MORGAN CREEK TRIBUTARY NEAR MORGNEC, MD	ST	39.3020553	-75.99105488	S	NAD83				02060002
USGS	0149349820	MORGAN CREEK TRIBUTARY NEAR LYNCH, MD	ST	39.29094387	-75.9996662	S	NAD83				02060002
USGS	0149349850	Morgan Creek nr Robinson Corner	ST	39.2876111	-76.0050556	1	NAD83				02060002
USGS	01493499	MORGAN CREEK NEAR WORTON, MD	ST	39.28566587	-76.0074443	S	NAD83				02060002
USGS	0149349945	Morgan Crk Trib nr Mornec Rd nr Worton, MD	ST	39.28416667	-76.0094444	S	NAD83				02060002
USGS	0149349949	Morgan Crk. Trib nr Worton, MD	ST	39.28388889	-76.01	S	NAD83				02060002
USGS	0149349970	Morgan Crk Trib nr Wallis Rd nr Kennedyville, MD	ST	39.28138889	-76.0122222	S	NAD83				02060002
USGS	01493500	MORGAN CREEK NEAR KENNEDYVILLE, MD	ST	39.28002778	-76.0145556	S	NAD83	 0.97	 .1	NAVD88	02060002
USGS	01494000	SOUTHEAST CREEK AT CHURCH HILL, MD	ST	39.1326109	-75.98049679	S	NAD83	 20	 10	NGVD29	02060002
USGS	01494020	BROWNS BRANCH TRIBUTARY NEAR CHURCH HILL, MD	ST	39.168166	-75.97771929	S	NAD83				02060002
USGS	01494030	CHESTER RIVER AT CLIFFS CITY, MD	ST	39.107333	-76.1421711	S	NAD83				02060002
USGS	01494035	MILL POND OUTLET NEAR LANGFORD, MD	ST	39.1878876	-76.1157815	S	NAD83	 59.6	 .1	NGVD29	02060002
USGS	01494090	MILL STREAM BRANCH NEAR CENTREVILLE, MD	ST	39.02288984	-76.0643887	S	NAD83				02060002
USGS	01494100	MILL STREAM BRANCH AT CENTREVILLE, MD	ST	39.03983405	-76.0724448	S	NAD83				02060002
USGS	01494150	THREE BRIDGES BRANCH AT CENTREVILLE, MD	ST	39.0540833	-76.0546667	1	NAD83	 0.35	 .1	NAVD88	02060002
USGS	01494450	SASSAFRAS RIVER TRIBUTARY AT GINNS CORNER, MD	ST	39.3898338	-75.7793789	S	NAD83				02060002
USGS	01494480	DUFFY CREEK NEAR CECILTON, MD	ST	39.39594536	-75.8199365	S	NAD83				02060002
USGS	01494500	JACOBS CREEK NEAR SASSAFRAS, MD	ST	39.36400056	-75.8199363	S	NAD83				02060002
USGS	01494600	MILL CREEK AT HAYNESVILLE, MD	ST	39.28344276	-76.134672	S	NAD83	 70.6	 .1	NGVD29	02060002
USGS	01494995	GRAMIES RUN AT ELK MILLS, MD	ST	39.6753892	-75.8418836	S	NAD83				02060002
USGS	01495000	BIG ELK CREEK AT ELK MILLS, MD	ST	39.6675833	-75.8255833	1	NAD83	 83.39	.01	NAVD88	02060002
USGS	01495020	BIG ELK CREEK AT ELKTON, MD	ST	39.6217787	-75.8288272	S	NAD83				02060002
USGS	01495320	LITTLE ELK CREEK NEAR LEWISVILLE, PA	ST	39.7203883	-75.8968861	U	NAD83				02060002
USGS	01495480	LITTLE ELK CREEK AT ROCK CHURCH, MD	ST	39.70094428	-75.88633008	S	NAD83				02060002
USGS	01495500	LITTLE ELK CREEK AT CHILDS, MD	ST	39.6417786	-75.866329	S	NAD83	 66.72	.01	NGVD29	02060002
USGS	01495520	LAUREL RUN NEAR ELKTON, MD	ST	39.62927885	-75.874385	S	NAD83				02060002
USGS	01495525	DOGWOOD RUN AT ELKTON, MD	ST	39.61677889	-75.8491059	S	NAD83				02060002
USGS	01495530	LITTLE ELK CREEK NEAR ELKTON, MD	ST	39.61177896	-75.84993928	S	NAD83				02060002
USGS	01495540	MILL CREEK NEAR ELKTON, MD	ST	39.60094589	-75.8627177	S	NAD83				02060002
USGS	01495550	PERCH CREEK NEAR ELKTON, MD	ST	39.5712235	-75.8143818	S	NAD83				02060002
USGS	01495798	LONG BRANCH NEAR CHESAPEAKE CITY MD	ST	39.55150116	-75.7921583	S	NAD83				02060002
USGS	01495800	LONG CREEK NEAR CHESAPEAKE CITY, MD	ST	39.55427886	-75.78799139	S	NAD83				02060002
USGS	01495850	HERRING CREEK TRIBUTARY NEAR CHESAPEAKE CITY, MD	ST	39.5056689	-75.8321602	S	NAD83				02060002
USGS	01495925	SANDY BRANCH AT BOHEMIA MILLS, MD	ST	39.4601147	-75.94049899	S	NAD83				02060002
USGS	01495935	LITTLE BOHEMIA CREEK NEAR WARWICK, MD	ST	39.4348345	-75.8066028	S	NAD83				02060002
